?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBbt_0001143>	"nucleus of pedigree ABalppaapa"	
<http://purl.obolibrary.org/obo/WBbt_0007895>	"nucleus of pedigree P11 or P12"	
<http://purl.obolibrary.org/obo/WBbt_0003572>	"nucleus of pedigree Z4.appaapapp"	
<http://purl.obolibrary.org/obo/WBbt_0003446>	"nucleus of pedigree Z1.pppap(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0001863>	"nucleus of pedigree Cpppap"	
<http://purl.obolibrary.org/obo/WBbt_0008309>	"uterine pi cell that follows the 5R configuration of development."	
<http://purl.obolibrary.org/obo/WBbt_0002968>	"nucleus of pedigree V2L.paa"	
<http://purl.obolibrary.org/obo/WBbt_0002372>	"nucleus of pedigree MSpaaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0008523>		
<http://purl.obolibrary.org/obo/WBbt_0006526>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003629>	"pharyngeal muscle syncytium cell, layer three, right subventral."	
<http://purl.obolibrary.org/obo/WBbt_0004926>	"Ring interneuron"	
<http://purl.obolibrary.org/obo/WBbt_0002264>	"nucleus of pedigree ABaraappppp"	
<http://purl.obolibrary.org/obo/WBbt_0002067>	"nucleus of pedigree H2L.pa"	
<http://purl.obolibrary.org/obo/WBbt_0007665>	"post-embryonic cell of pedigree Z1.ppappd"	
<http://purl.obolibrary.org/obo/WBbt_0007458>		
<http://purl.obolibrary.org/obo/WBbt_0007067>	"post-embryonic cell of pedigree B.arappd"	
<http://purl.obolibrary.org/obo/WBbt_0003522>	"nucleus of pedigree Z4.apaaapv"	
<http://purl.obolibrary.org/obo/WBbt_0002870>	"nucleus of pedigree TL.appa"	
<http://purl.obolibrary.org/obo/WBbt_0008215>	"posterior spermathecal-uterine valve cell whose nuclei followed the 5R lineage configuration during development."	
<http://purl.obolibrary.org/obo/WBbt_0002427>	"nucleus of pedigree MSpppapp"	
<http://purl.obolibrary.org/obo/WBbt_0006525>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001407>	"nucleus of pedigree ABplpaappppp"	
<http://purl.obolibrary.org/obo/WBbt_0007444>	"post-embryonic cell of pedigree V4R.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0007414>	"post-embryonic cell of pedigree V2R.papp"	
<http://purl.obolibrary.org/obo/WBbt_0001268>	"nucleus of pedigree ABarpaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0008524>		
<http://purl.obolibrary.org/obo/WBbt_0005393>	"Neuronal process of an amphid neuron."	
<http://purl.obolibrary.org/obo/WBbt_0001029>	"nucleus of pedigree ABalaapaa"	
<http://purl.obolibrary.org/obo/WBbt_0001555>	"nucleus of pedigree ABprpaaappa"	
<http://purl.obolibrary.org/obo/WBbt_0001202>	"nucleus of pedigree ABaraapaa"	
<http://purl.obolibrary.org/obo/WBbt_0001072>	"nucleus of pedigree ABalapp"	
<http://purl.obolibrary.org/obo/WBbt_0004931>	"Cephalic neurons, contain dopamine"	
<http://purl.obolibrary.org/obo/WBbt_0002435>	"nucleus of pedigree ABplpppppap"	
<http://purl.obolibrary.org/obo/WBbt_0004753>	"Postembryonic seam hypodermal cells, make alae; of pedigree V2R.pappp."	
<http://purl.obolibrary.org/obo/WBbt_0002805>	"nucleus of pedigree SM2R.pa"	
<http://purl.obolibrary.org/obo/WBbt_0007132>	"post-embryonic cell of pedigree E.prppap"	
<http://purl.obolibrary.org/obo/WBbt_0008420>	"postcloacal socket cell."	
<http://purl.obolibrary.org/obo/WBbt_0007606>	"post-embryonic cell of pedigree Z1.paappp"	
<http://purl.obolibrary.org/obo/WBbt_0002373>	"nucleus of pedigree MSpaaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0007325>	"post-embryonic cell of pedigree SM2R.aa"	
<http://purl.obolibrary.org/obo/WBbt_0008434>	"neuron that senses pain."	
<http://purl.obolibrary.org/obo/WBbt_0004949>	"Process runs along excretory canal, no synapses, essential for survival"	
<http://purl.obolibrary.org/obo/WBbt_0003092>	"nucleus of pedigree V5R.p"	
<http://purl.obolibrary.org/obo/WBbt_0006171>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004818>	"Post-embryonic cell of pedigree F.lvda in male."	
<http://purl.obolibrary.org/obo/WBbt_0002951>	"nucleus of pedigree V1R.paa"	
<http://purl.obolibrary.org/obo/WBbt_0006932>	"Precursor of cells that form male sensory ray 1."	
<http://purl.obolibrary.org/obo/WBbt_0001767>	"nucleus of pedigree B_beta.l"	
<http://purl.obolibrary.org/obo/WBbt_0007586>	"post-embryonic cell of pedigree Z1.appp"	
<http://purl.obolibrary.org/obo/WBbt_0005721>	"nucleus of pedigree Z4.aapppa(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0001637>	"nucleus of pedigree ABplaapappa"	
<http://purl.obolibrary.org/obo/WBbt_0001464>	"nucleus of pedigree ABpraaa"	
<http://purl.obolibrary.org/obo/WBbt_0005940>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008581>	"Post-embryonic cell of pedigree Z4.aappaa, 5L configuration in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0002084>	"nucleus of pedigree P10.pppa"	
<http://purl.obolibrary.org/obo/WBbt_0006172>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001301>	"nucleus of pedigree ABarppap"	
<http://purl.obolibrary.org/obo/WBbt_0004906>	"Neuron, presynaptic in ring, ending in head"	
<http://purl.obolibrary.org/obo/WBbt_0005032>	"Inner seminal vesicle cell of pedigree Z4.appaaaa."	
<http://purl.obolibrary.org/obo/WBbt_0004947>	"Process runs along excretory canal, no synapses, essential for survival"	
<http://purl.obolibrary.org/obo/WBbt_0008602>	"An SM lineage cell in a male animal."	
<http://purl.obolibrary.org/obo/WBbt_0008234>	"Post-embryonic, binucleated int7R."	
<http://purl.obolibrary.org/obo/WBbt_0005447>	"neuron with cell body in the preanal ganglion."	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0008520>		
<http://purl.obolibrary.org/obo/WBbt_0008404>	"Neuron class of two male-specific sensory ray neurons type B of ray eight."	
<http://purl.obolibrary.org/obo/WBbt_0004729>	"Postembryonic seam hypodermal cells, make alae; of pedigree V6R.pappp."	
<http://purl.obolibrary.org/obo/WBbt_0005058>		
<http://purl.obolibrary.org/obo/WBbt_0007404>	"post-embryonic cell of pedigree V2L.p"	
<http://purl.obolibrary.org/obo/WBbt_0002577>	"nucleus of pedigree P10.pppp"	
<http://purl.obolibrary.org/obo/WBbt_0001145>	"nucleus of pedigree ABalppaappa"	
<http://purl.obolibrary.org/obo/WBbt_0006170>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006980>	"a lineage-defined nucleus."	
<http://purl.obolibrary.org/obo/WBbt_0001992>	"nucleus of pedigree Eprp"	
<http://purl.obolibrary.org/obo/WBbt_0001991>	"nucleus of pedigree Epra"	
<http://purl.obolibrary.org/obo/WBbt_0001716>	"nucleus of pedigree B.al"	
<http://purl.obolibrary.org/obo/WBbt_0008056>	"male tail seam cell, R7 right."	
<http://purl.obolibrary.org/obo/WBbt_0005944>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002701>	"nucleus of pedigree ABalapaapaa"	
<http://purl.obolibrary.org/obo/WBbt_0008171>	"anterior ut2 cell whose nuclei followed the 5L lineage configuration during development."	
<http://purl.obolibrary.org/obo/WBbt_0004088>	"Neuron, lateral process adjacent to excretory canal"	
<http://purl.obolibrary.org/obo/WBbt_0008426>	"The extreme anterior portion of the body."	
<http://purl.obolibrary.org/obo/WBbt_0005542>		
<http://purl.obolibrary.org/obo/WBbt_0005753>	"a group of hypodermal cells that lie along the apical midline of the hypodermis, at the extreme left and right sides between nose and tail"	
<http://purl.obolibrary.org/obo/WBbt_0006042>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006175>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007083>	"post-embryonic cell of pedigree B_beta.l"	
<http://purl.obolibrary.org/obo/WBbt_0004988>	"Vas deferens cell of pedigree Z4.aaaaappp."	
<http://purl.obolibrary.org/obo/WBbt_0002556>	"nucleus of pedigree P9.aa"	
<http://purl.obolibrary.org/obo/WBbt_0004830>	"Cell of male proctodeum, post-embryonic of pedigree B_gamma.ald."	
<http://purl.obolibrary.org/obo/WBbt_0005945>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002248>	"nucleus of pedigree ABaraaaaapp"	
<http://purl.obolibrary.org/obo/WBbt_0003962>	"Male sensory rays, structural cell"	
<http://purl.obolibrary.org/obo/WBbt_0002328>	"nucleus of pedigree MSaapapap"	
<http://purl.obolibrary.org/obo/WBbt_0007242>	"post-embryonic cell of pedigree P3.ap"	
<http://purl.obolibrary.org/obo/WBbt_0007324>	"post-embryonic cell of pedigree SM2R.a"	
<http://purl.obolibrary.org/obo/WBbt_0005541>		
<http://purl.obolibrary.org/obo/WBbt_0007019>	"cell, which is the posterior descendent of TR.aa."	
<http://purl.obolibrary.org/obo/WBbt_0002139>	"nucleus of pedigree E.alapa"	
<http://purl.obolibrary.org/obo/WBbt_0006043>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003531>	"nucleus of pedigree Z4.apaapp"	
<http://purl.obolibrary.org/obo/WBbt_0001949>	"nucleus of pedigree ABplppapapa"	
<http://purl.obolibrary.org/obo/WBbt_0006176>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003014>	"nucleus of pedigree V3L.ppppp"	
<http://purl.obolibrary.org/obo/WBbt_0002931>	"nucleus of pedigree V1L.a"	
<http://purl.obolibrary.org/obo/WBbt_0001853>	"nucleus of pedigree Cppapaa"	
<http://purl.obolibrary.org/obo/WBbt_0002058>	"nucleus of pedigree H1R.apa"	
<http://purl.obolibrary.org/obo/WBbt_0008072>	"a binuclear syncytium, used during embryogenesis to make tail spike, then die."	
<http://purl.obolibrary.org/obo/WBbt_0007600>	"post-embryonic cell of pedigree Z1.paappa"	
<http://purl.obolibrary.org/obo/WBbt_0007594>	"post-embryonic cell of pedigree Z1.pa"	
<http://purl.obolibrary.org/obo/WBbt_0004990>	"Vas deferens cell of pedigree Z4.aaaaappap."	
<http://purl.obolibrary.org/obo/WBbt_0004622>	"Anterior daughter cell of V1L.papp, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0005544>		
<http://purl.obolibrary.org/obo/WBbt_0007846>	"primary cell type that forms the hypodermis."	
<http://purl.obolibrary.org/obo/WBbt_0004167>	"Anterior daughter cell of TR.apap, fuses into postembryonic large hypodermal syncytium in male."	
<http://purl.obolibrary.org/obo/WBbt_0005941>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002152>	"nucleus of pedigree E.arppp"	
<http://purl.obolibrary.org/obo/WBbt_0001726>	"nucleus of pedigree B.alappd"	
<http://purl.obolibrary.org/obo/WBbt_0007286>	"post-embryonic cell of pedigree SM1L.aaa"	
<http://purl.obolibrary.org/obo/WBbt_0001208>	"nucleus of pedigree ABaraapapaad"	
<http://purl.obolibrary.org/obo/WBbt_0007481>	"post-embryonic cell of pedigree V6L.pa"	
<http://purl.obolibrary.org/obo/WBbt_0004274>	"Anterior daughter cell of V3L.pp, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0005943>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002985>	"nucleus of pedigree V2R.paa"	
<http://purl.obolibrary.org/obo/WBbt_0001123>	"nucleus of pedigree ABalpapapp"	
<http://purl.obolibrary.org/obo/WBbt_0003211>	"nucleus of pedigree P6.aaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002242>	"nucleus of pedigree M.vrpap"	
<http://purl.obolibrary.org/obo/WBbt_0007940>		
<http://purl.obolibrary.org/obo/WBbt_0002614>	"nucleus of pedigree TL.paa"	
<http://purl.obolibrary.org/obo/WBbt_0005543>		
<http://purl.obolibrary.org/obo/WBbt_0004015>	"Embryonic founder cell"	
<http://purl.obolibrary.org/obo/WBbt_0005942>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006041>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001480>	"nucleus of pedigree ABpraaapap"	
<http://purl.obolibrary.org/obo/WBbt_0003469>	"nucleus of pedigree Z4.aaaaaa[a/v](5R)"	
<http://purl.obolibrary.org/obo/WBbt_0006174>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008525>		
<http://purl.obolibrary.org/obo/WBbt_0005948>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008114>	"nucleus of pedigree P3.p in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0004749>	"Postembryonic seam hypodermal cells, make alae, of pedigree V3R.pappp."	
<http://purl.obolibrary.org/obo/WBbt_0002833>	"nucleus of pedigree ABplpapaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002105>	"nucleus of pedigree ABalapappaaa"	
<http://purl.obolibrary.org/obo/WBbt_0006840>	"neuron that uses vesicular acetylcholine as a neurotransmitter."	
<http://purl.obolibrary.org/obo/WBbt_0006179>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001957>	"nucleus of pedigree ABplpaaaapp"	
<http://purl.obolibrary.org/obo/WBbt_0006046>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002662>	"nucleus of pedigree V6R.papapapa"	
<http://purl.obolibrary.org/obo/WBbt_0001744>	"nucleus of pedigree B.arappd"	
<http://purl.obolibrary.org/obo/WBbt_0008173>	"posterior ut2 cell whose nuclei followed the 5R lineage configuration during development."	
<http://purl.obolibrary.org/obo/WBbt_0002436>	"nucleus of pedigree ABplpppppaa"	
<http://purl.obolibrary.org/obo/WBbt_0007583>	"post-embryonic cell of pedigree Z1.appa"	
<http://purl.obolibrary.org/obo/WBbt_0002872>	"nucleus of pedigree TL.appaaa"	
<http://purl.obolibrary.org/obo/WBbt_0008526>		
<http://purl.obolibrary.org/obo/WBbt_0005949>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006905>	"Hermaphrodite posterior epithelial sheath cell of proximal arms."	
<http://purl.obolibrary.org/obo/WBbt_0003370>	"nucleus of pedigree Z1.papap"	
<http://purl.obolibrary.org/obo/WBbt_0004701>	"Vas deferens cell of pedigree Z1.paaaappp."	
<http://purl.obolibrary.org/obo/WBbt_0001690>	"nucleus of pedigree ABpraaappppp"	
<http://purl.obolibrary.org/obo/WBbt_0002560>	"nucleus of pedigree P9.p"	
<http://purl.obolibrary.org/obo/WBbt_0002050>	"nucleus of pedigree H1L.app"	
<http://purl.obolibrary.org/obo/WBbt_0006047>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005724>	"nucleus of pedigree Z4.aappppp(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0001714>		
<http://purl.obolibrary.org/obo/WBbt_0002256>	"nucleus of pedigree ABaraappppa"	
<http://purl.obolibrary.org/obo/WBbt_0008527>		
<http://purl.obolibrary.org/obo/WBbt_0001360>	"nucleus of pedigree ABplapaapp"	
<http://purl.obolibrary.org/obo/WBbt_0005946>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007843>	"Male specific neuron, darkly staining cell body in pre- anal ganglion, process penetrate basement membrane and contact muscles, class two."	
<http://purl.obolibrary.org/obo/WBbt_0001934>	"nucleus of pedigree Dpap"	
<http://purl.obolibrary.org/obo/WBbt_0006177>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007224>	"post-embryonic cell of pedigree P10.pppp"	
<http://purl.obolibrary.org/obo/WBbt_0005540>		
<http://purl.obolibrary.org/obo/WBbt_0008411>	"anterior deirid sheath cell."	
<http://purl.obolibrary.org/obo/WBbt_0006044>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008415>	"posterior deirid sheath cell."	
<http://purl.obolibrary.org/obo/WBbt_0008528>		
<http://purl.obolibrary.org/obo/WBbt_0007550>	"post-embryonic cell of pedigree V6R.pppapap"	
<http://purl.obolibrary.org/obo/WBbt_0005947>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004409>	"Postembryonic blast cells for ventral cord motorneurons, ventral hypodermis, vulva, male preanal ganglion; ventral hypodermis in L1"	
<http://purl.obolibrary.org/obo/WBbt_0001100>	"nucleus of pedigree ABalpaaaapp"	
<http://purl.obolibrary.org/obo/WBbt_0007735>	"post-embryonic cell of pedigree Z4.aapaa"	
<http://purl.obolibrary.org/obo/WBbt_0002877>	"nucleus of pedigree TL.appap"	
<http://purl.obolibrary.org/obo/WBbt_0003467>	"nucleus of pedigree Z4.aaaaa(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0005118>	"Neuron class of six ciliated neurons, each of which is one of the two component neurons of the six inner labial sensilla."	
<http://purl.obolibrary.org/obo/WBbt_0004449>	"Right daughter cell of P6.ppp, fuses into hermaphrodite vulE syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0001197>	"nucleus of pedigree ABaraaapp"	
<http://purl.obolibrary.org/obo/WBbt_0006178>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003992>	"Male sensory rays, neuron, striated rootlet"	
<http://purl.obolibrary.org/obo/WBbt_0008312>	"post-embryonic cell of pedigree Z1.ppapa that follows the 5L configuration of development."	
<http://purl.obolibrary.org/obo/WBbt_0006045>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008075>	"nucleus of pedigree P10.p in male."	
<http://purl.obolibrary.org/obo/WBbt_0008529>		
<http://purl.obolibrary.org/obo/WBbt_0002603>	"nucleus of pedigree V5L.papa"	
<http://purl.obolibrary.org/obo/WBbt_0008446>	"Neuron class of two neurons with cell bodies situated in the lumbar ganglia. Posteriorly directed processes run from the cell bodies into the tails pike running alongside the processes of PLM and PLN. The disposition of these processes suggests that they may be sensory dendrites."	
<http://purl.obolibrary.org/obo/WBbt_0007410>	"post-embryonic cell of pedigree V2L.pppp"	
<http://purl.obolibrary.org/obo/WBbt_0004469>	"Pharyngeal sensory-motorneurons"	
<http://purl.obolibrary.org/obo/WBbt_0006974>	"neuron that has neural processes in the nerve ring."	
<http://purl.obolibrary.org/obo/WBbt_0002909>	"nucleus of pedigree U.l"	
<http://purl.obolibrary.org/obo/WBbt_0003676>		
<http://purl.obolibrary.org/obo/WBbt_0001291>	"nucleus of pedigree ABarpappa"	
<http://purl.obolibrary.org/obo/WBbt_0003425>	"nucleus of pedigree Z1.ppap(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0003463>	"nucleus of pedigree Z4.a"	
<http://purl.obolibrary.org/obo/WBbt_0006123>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006389>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006256>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003677>		
<http://purl.obolibrary.org/obo/WBbt_0004574>	"Somatic gonad precursor cell"	
<http://purl.obolibrary.org/obo/WBbt_0001316>	"nucleus of pedigree ABplaa"	
<http://purl.obolibrary.org/obo/WBbt_0003084>	"nucleus of pedigree V5L.ppppp"	
<http://purl.obolibrary.org/obo/WBbt_0007640>	"Post-embryonic cell of pedigree Z1.ppaaap, 5L configuration in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0003287>	"nucleus of pedigree Z1.appaap"	
<http://purl.obolibrary.org/obo/WBbt_0002633>	"nucleus of pedigree ABprapppaaa"	
<http://purl.obolibrary.org/obo/WBbt_0006778>	"The ninth (count from anterior-most) of twelve postembryonic blast cells for ventral cord motorneurons, ventral hypodermis, vulva, male preanal ganglion; ventral hypodermis in L1."	
<http://purl.obolibrary.org/obo/WBbt_0004649>	"Ventral cord motor neuron, innervates ventral body muscles"	
<http://purl.obolibrary.org/obo/WBbt_0003585>	"nucleus of pedigree Z4.appappa"	
<http://purl.obolibrary.org/obo/WBbt_0007471>	"post-embryonic cell of pedigree V5R.pppap"	
<http://purl.obolibrary.org/obo/WBbt_0003968>	"Post-embryonic cell of pedigree TL.appapapa, male sensory rays, neuron, darkly staining tip, open to outside."	
<http://purl.obolibrary.org/obo/WBbt_0006124>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003283>	"nucleus of pedigree Z1.app"	
<http://purl.obolibrary.org/obo/WBbt_0003678>		
<http://purl.obolibrary.org/obo/WBbt_0006257>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005036>	"Inner seminal vesicle cell of pedigree Z4.apaaap."	
<http://purl.obolibrary.org/obo/WBbt_0001587>	"nucleus of pedigree ABprppaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0001391>	"nucleus of pedigree ABplpaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002496>	"nucleus of pedigree P5.p"	
<http://purl.obolibrary.org/obo/WBbt_0001668>	"nucleus of pedigree P3.apa"	
<http://purl.obolibrary.org/obo/WBbt_0007908>	"nucleus of pedigree TR.apappa"	
<http://purl.obolibrary.org/obo/WBbt_0007599>	"post-embryonic cell of pedigree Z1.paapap"	
<http://purl.obolibrary.org/obo/WBbt_0003674>		
<http://purl.obolibrary.org/obo/WBbt_0006254>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006387>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004458>	"Embryonic founder cell"	
